cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
OTHER_REVIEW	P3	manual_review	low	первая компания автоматизации	24	автоматизация компании	wordstat_existing
NEGATIVE	P0	minus_candidate	low	цифровой сотрудник скачать	24	цифровой сотрудник	wordstat_existing
INFO	P3	content_or_cpc_minus	low	цифровые навыки сотрудника	24	цифровой сотрудник	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	ai агенты для автоматизации	24	ai агент	wordstat_extra
INFO	P3	content_or_cpc_minus	low	топ ai агентов	24	ai агент	wordstat_extra
AI_SYSTEMS	P1	search_keyword_cluster	low	ai агенты продаж	24	ai агент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	внедрение ai в бизнес процессы	24	ai внедрение в бизнес	wordstat_extra
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальная установка llm	24	локальная llm	wordstat_extra
NEGATIVE	P0	minus_candidate	low	нейросети для бизнеса скачать	23	нейросети для бизнеса	wordstat_existing
NEGATIVE	P0	minus_candidate	low	искусственный интеллект разработка и обучение интеллектуальных систем	23	разработка искусственного интеллекта	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	подходы к разработке искусственного интеллекта	23	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация делопроизводства и документооборота	23	автоматизация документооборота	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	логотипы для компаний нейросеть	23	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	нейросеть для работы с документами word	23	нейросеть для документов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	чат бот для малого бизнеса	23	чат бот для бизнеса	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	внедрение искусственного интеллекта на предприятии	23	внедрение искусственного интеллекта на предприятии	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	цифровой сотрудник приложение	23	цифровой сотрудник	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	ai агенты для программирования	23	ai агент	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	low	внедрение ии в процессы компании	22	внедрение ии в компанию	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	ии для бизнес проектов	22	ии для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	ии услуги для бизнеса	22	ии для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	gpt чат для бизнеса	22	gpt для бизнеса	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	мультиагентные системы llm	22	мультиагентные системы	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	low	разработка и внедрение систем искусственного интеллекта	22	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	обеспечение автоматизации документооборота	22	автоматизация документооборота	wordstat_existing
NEGATIVE	P0	minus_candidate	low	обучение разработчиков нейросетей	22	разработчик нейросетей	wordstat_existing
